
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
40:AE:30:56:31:2C, 2025-04-13 01:47:22, 2025-04-13 02:37:05,  1, 195, OPN, ,   , -69,      738,        0,   0.  0.  0.  0,  10, Amity-wifi, 
DE:44:89:D4:FB:06, 2025-04-13 01:48:23, 2025-04-13 02:36:44,  6, 195, OPN, ,   , -68,      240,        0,   0.  0.  0.  0,  11, Amity-Guest, 
D8:44:89:D4:FC:0C, 2025-04-13 01:47:21, 2025-04-13 02:37:02, 11, 195, OPN, ,   , -67,      460,     8179,  10.  2.100.141,  10, Amity-wifi, 
DE:44:89:D4:FC:0C, 2025-04-13 01:47:48, 2025-04-13 02:36:59, 11, 195, OPN, ,   , -67,      464,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FC:0C, 2025-04-13 01:47:34, 2025-04-13 02:37:02, 11, 195, OPN, ,   , -66,      434,        0,   0.  0.  0.  0,  11, Amity-event, 
E2:44:89:D4:FC:0C, 2025-04-13 01:47:28, 2025-04-13 02:36:57, 11, 195, WPA2, CCMP, PSK, -66,      414,        0,   0.  0.  0.  0,   0, , 
26:23:51:A6:25:84, 2025-04-13 01:47:29, 2025-04-13 02:36:52,  6, 195, OPN, ,   , -66,      321,        0,   0.  0.  0.  0,  11, Amity-Guest, 
2E:23:51:A6:2A:10, 2025-04-13 01:47:21, 2025-04-13 02:37:06,  6, 195, OPN, ,   , -67,      388,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D4:FA:6C, 2025-04-13 01:47:21, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -65,     1021,     4989,  10.  2.127.254,  10, Amity-wifi, 
E2:44:89:D5:03:EC, 2025-04-13 01:52:33, 2025-04-13 02:36:51, 11, 195, WPA2, CCMP, PSK, -64,      156,        0,   0.  0.  0.  0,   0, , 
26:23:51:A6:2A:10, 2025-04-13 01:47:29, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -63,      395,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D4:FA:6C, 2025-04-13 01:47:29, 2025-04-13 02:37:02,  6, 195, WPA2, CCMP, PSK, -62,     1026,        0,   0.  0.  0.  0,   0, , 
20:23:51:A6:2A:10, 2025-04-13 01:47:21, 2025-04-13 02:37:00,  6, 195, OPN, ,   , -62,      400,        0,   0.  0.  0.  0,  10, Amity-wifi, 
20:23:51:A6:25:84, 2025-04-13 01:48:03, 2025-04-13 02:36:44,  6, 195, OPN, ,   , -62,      339,        0,   0.  0.  0.  0,  10, Amity-wifi, 
26:23:51:A6:25:CC, 2025-04-13 01:47:56, 2025-04-13 02:36:44,  6, 195, OPN, ,   , -62,      133,        0,   0.  0.  0.  0,  11, Amity-Guest, 
DE:44:89:D4:FA:6C, 2025-04-13 01:47:21, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -62,      999,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FA:6C, 2025-04-13 01:47:28, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -62,     1024,        0,   0.  0.  0.  0,  11, Amity-event, 
4E:AE:30:56:31:2C, 2025-04-13 01:47:21, 2025-04-13 02:37:05,  1, 195, OPN, ,   , -56,      795,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D4:F5:B2, 2025-04-13 01:47:28, 2025-04-13 02:37:02, 11, 195, OPN, ,   , -60,      869,        0,   0.  0.  0.  0,  10, Amity-wifi, 
DE:44:89:D4:FB:34, 2025-04-13 01:47:21, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -59,     1038,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D4:FB:34, 2025-04-13 01:47:21, 2025-04-13 02:37:04,  1, 195, WPA2, CCMP, PSK, -58,     1060,        0,   0.  0.  0.  0,   0, , 
E6:44:89:D4:F5:B2, 2025-04-13 01:47:28, 2025-04-13 02:36:57, 11, 195, OPN, ,   , -59,      830,        0,   0.  0.  0.  0,  11, Amity-event, 
DE:44:89:D4:F5:B2, 2025-04-13 01:47:27, 2025-04-13 02:37:02, 11, 195, OPN, ,   , -59,      940,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E6:44:89:D4:FB:34, 2025-04-13 01:47:21, 2025-04-13 02:37:02,  1, 195, OPN, ,   , -59,     1065,        0,   0.  0.  0.  0,  11, Amity-event, 
2E:23:51:A6:2B:E8, 2025-04-13 01:47:21, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -59,     1563,        0,   0.  0.  0.  0,  11, Amity-event, 
D8:44:89:D4:FB:34, 2025-04-13 01:47:21, 2025-04-13 02:37:04,  1, 195, OPN, ,   , -59,     1090,        0,   0.  0.  0.  0,  10, Amity-wifi, 
2A:23:51:A6:2A:10, 2025-04-13 01:47:21, 2025-04-13 02:37:02,  6, 195, WPA2, CCMP, PSK, -56,      384,        0,   0.  0.  0.  0,   0, , 
D8:44:89:D4:FA:8E, 2025-04-13 01:47:29, 2025-04-13 02:37:02, 11, 195, OPN, ,   , -54,     1380,        0,   0.  0.  0.  0,  10, Amity-wifi, 
E6:44:89:D4:FA:8E, 2025-04-13 01:47:28, 2025-04-13 02:37:03, 11, 195, OPN, ,   , -53,     1475,        0,   0.  0.  0.  0,  11, Amity-event, 
DE:44:89:D4:FA:8E, 2025-04-13 01:47:28, 2025-04-13 02:37:03, 11, 195, OPN, ,   , -53,     1362,        0,   0.  0.  0.  0,  11, Amity-Guest, 
E2:44:89:D4:FA:8E, 2025-04-13 01:47:21, 2025-04-13 02:37:02, 11, 195, WPA2, CCMP, PSK, -52,     1343,        0,   0.  0.  0.  0,   0, , 
20:23:51:A6:2B:E8, 2025-04-13 01:47:22, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -48,     1597,     1328,  10.  2.106. 17,  10, Amity-wifi, 
2A:23:51:A6:2B:E8, 2025-04-13 01:47:21, 2025-04-13 02:37:00,  6, 195, WPA2, CCMP, PSK, -47,     1550,        0,   0.  0.  0.  0,   0, , 
E2:44:89:D4:F5:B2, 2025-04-13 01:47:34, 2025-04-13 02:36:59, 11, 195, WPA2, CCMP, PSK, -44,      883,        0,   0.  0.  0.  0,   0, , 
26:23:51:A6:2B:E8, 2025-04-13 01:47:22, 2025-04-13 02:37:02,  6, 195, OPN, ,   , -36,     1609,        0,   0.  0.  0.  0,  11, Amity-Guest, 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
0A:E8:45:95:28:29, 2025-04-13 02:35:01, 2025-04-13 02:35:01, -78,        2, (not associated) ,
4E:AD:DB:04:A6:21, 2025-04-13 02:34:50, 2025-04-13 02:34:50, -84,        1, (not associated) ,
20:CD:6E:7E:3D:67, 2025-04-13 02:14:24, 2025-04-13 02:33:24, -76,       17, (not associated) ,
1E:43:CD:8B:F7:11, 2025-04-13 02:33:01, 2025-04-13 02:33:01, -72,        1, (not associated) ,
8A:F5:C7:57:F1:F4, 2025-04-13 02:33:01, 2025-04-13 02:33:01, -76,        1, (not associated) ,
6A:93:80:64:D9:83, 2025-04-13 02:02:13, 2025-04-13 02:31:48, -62,       14, (not associated) ,
32:74:50:7C:85:BE, 2025-04-13 02:09:19, 2025-04-13 02:31:00, -80,        2, (not associated) ,
12:D1:A5:D5:F5:86, 2025-04-13 02:29:01, 2025-04-13 02:29:01, -76,        1, (not associated) ,
28:C5:D2:4E:BD:E9, 2025-04-13 01:49:15, 2025-04-13 02:28:20, -74,        2, (not associated) ,Amity-wifi
B0:C2:C7:49:3E:36, 2025-04-13 02:23:51, 2025-04-13 02:27:59, -72,        3, (not associated) ,Amity-wifi
08:25:25:B2:CE:5C, 2025-04-13 02:27:58, 2025-04-13 02:27:58, -80,        1, (not associated) ,
4E:72:A8:5F:1C:3F, 2025-04-13 02:27:44, 2025-04-13 02:27:44, -74,        2, (not associated) ,
AE:31:26:5D:3E:9C, 2025-04-13 02:26:10, 2025-04-13 02:26:10, -78,        1, (not associated) ,
10:6F:D9:0B:3E:75, 2025-04-13 02:26:13, 2025-04-13 02:26:13, -84,        2, (not associated) ,
D6:77:22:36:C2:CA, 2025-04-13 02:24:56, 2025-04-13 02:24:56, -80,        2, (not associated) ,
80:A5:89:6A:2D:7B, 2025-04-13 02:04:53, 2025-04-13 02:23:12, -82,        3, D8:44:89:D4:FB:38,
F8:FE:5E:E6:87:50, 2025-04-13 01:54:56, 2025-04-13 02:23:11, -84,        3, 66:35:F4:91:2D:B1,
E0:0A:F6:91:86:69, 2025-04-13 02:22:34, 2025-04-13 02:22:34, -80,        2, (not associated) ,
92:6F:05:77:16:B9, 2025-04-13 02:21:09, 2025-04-13 02:21:09, -78,        1, (not associated) ,
D2:0F:2D:A6:B7:9B, 2025-04-13 02:20:43, 2025-04-13 02:20:46, -70,        5, 20:23:51:A6:2B:78,
3E:4D:81:0E:FD:CC, 2025-04-13 02:19:19, 2025-04-13 02:19:19, -42,        1, (not associated) ,
D8:80:83:3F:98:C3, 2025-04-13 01:47:27, 2025-04-13 02:18:33, -48,       28, (not associated) ,Amity-wifi
86:12:B5:47:84:DE, 2025-04-13 02:18:30, 2025-04-13 02:18:30, -72,        1, (not associated) ,
8E:13:DE:2F:26:11, 2025-04-13 02:15:18, 2025-04-13 02:15:18, -34,        2, (not associated) ,
8A:1A:7C:DE:B5:76, 2025-04-13 02:13:17, 2025-04-13 02:13:18, -38,        4, (not associated) ,
12:B2:93:52:D5:4B, 2025-04-13 02:13:07, 2025-04-13 02:13:07, -78,        1, (not associated) ,
82:92:B4:F8:79:16, 2025-04-13 02:12:34, 2025-04-13 02:12:34, -62,        1, (not associated) ,
52:C8:E5:EC:47:B8, 2025-04-13 02:11:35, 2025-04-13 02:11:35, -78,        1, (not associated) ,
3C:19:5E:5E:B4:00, 2025-04-13 02:04:01, 2025-04-13 02:10:44, -84,        2, 40:AE:30:56:31:24,
3E:EF:6F:E8:A2:53, 2025-04-13 02:09:23, 2025-04-13 02:09:23, -80,        1, (not associated) ,
F2:D1:C1:25:1C:7B, 2025-04-13 02:07:44, 2025-04-13 02:07:44, -74,        1, (not associated) ,
52:88:8B:1C:97:C4, 2025-04-13 02:06:07, 2025-04-13 02:06:07, -84,        1, (not associated) ,
7C:B2:7D:9C:01:D5, 2025-04-13 02:04:55, 2025-04-13 02:04:55, -84,        1, (not associated) ,Amity-wifi
F6:88:F3:1E:FC:25, 2025-04-13 02:04:34, 2025-04-13 02:04:34, -68,        2, (not associated) ,
7E:31:24:DC:E9:C5, 2025-04-13 02:04:22, 2025-04-13 02:04:22,  -1,        1, 66:35:F4:91:2D:B1,
2C:A7:EF:A0:8E:CF, 2025-04-13 01:58:19, 2025-04-13 01:58:19, -78,        1, (not associated) ,
FA:DE:30:B2:F7:94, 2025-04-13 01:54:54, 2025-04-13 01:54:54, -80,        2, (not associated) ,Broo
CE:8C:5D:90:F9:06, 2025-04-13 01:54:19, 2025-04-13 01:54:19, -72,        1, (not associated) ,
66:D4:6C:BD:79:17, 2025-04-13 01:53:33, 2025-04-13 01:53:33, -76,        1, (not associated) ,
E6:17:E4:BE:C2:19, 2025-04-13 01:51:18, 2025-04-13 01:51:18, -74,        1, (not associated) ,
76:DD:13:13:3D:51, 2025-04-13 01:51:07, 2025-04-13 01:51:07, -80,        1, (not associated) ,
22:A5:89:6A:2D:7B, 2025-04-13 01:50:32, 2025-04-13 01:50:32, -80,        1, (not associated) ,
BC:F7:30:A4:F3:77, 2025-04-13 01:49:03, 2025-04-13 01:49:03, -82,        1, (not associated) ,
FE:A0:E2:6A:64:70, 2025-04-13 01:48:43, 2025-04-13 01:48:43, -70,        2, (not associated) ,Amity-wifi
3E:5E:18:5C:7B:C7, 2025-04-13 01:47:43, 2025-04-13 01:47:43, -76,        2, (not associated) ,
BA:35:1B:C1:C6:31, 2025-04-13 01:47:43, 2025-04-13 01:47:43, -78,        1, (not associated) ,
1E:87:C4:67:C0:0D, 2025-04-13 01:48:26, 2025-04-13 01:48:26, -76,        1, (not associated) ,
6A:AF:D0:68:93:18, 2025-04-13 01:49:09, 2025-04-13 01:49:09, -40,        2, (not associated) ,
D0:49:7C:8F:B5:68, 2025-04-13 01:52:52, 2025-04-13 01:52:52, -80,        2, (not associated) ,
14:AC:60:38:BB:F1, 2025-04-13 01:59:27, 2025-04-13 01:59:27, -80,        1, (not associated) ,
7A:95:A9:ED:26:DA, 2025-04-13 02:01:24, 2025-04-13 02:01:24, -76,        1, (not associated) ,
E6:AD:F6:F3:42:81, 2025-04-13 02:07:17, 2025-04-13 02:07:17, -76,        3, (not associated) ,
40:E9:9B:25:F3:7C, 2025-04-13 02:07:52, 2025-04-13 02:07:52, -78,        1, (not associated) ,
82:0C:A1:28:F5:55, 2025-04-13 02:09:04, 2025-04-13 02:09:04, -80,        1, (not associated) ,
7E:7C:AC:1F:63:BD, 2025-04-13 02:10:37, 2025-04-13 02:10:37, -80,        1, (not associated) ,
D0:39:57:21:99:AF, 2025-04-13 02:11:40, 2025-04-13 02:11:40, -76,        2, (not associated) ,
D2:57:D4:3A:AD:55, 2025-04-13 02:12:41, 2025-04-13 02:12:41, -56,        1, (not associated) ,
98:AF:65:AD:CB:EF, 2025-04-13 02:13:29, 2025-04-13 02:13:29, -76,        1, (not associated) ,
C4:75:AB:BB:24:39, 2025-04-13 02:04:29, 2025-04-13 02:14:49, -78,        2, D8:44:89:D5:03:F6,Amity-wifi
18:AB:1D:FD:82:C3, 2025-04-13 02:15:27, 2025-04-13 02:15:27, -84,        1, D8:44:89:D4:FB:38,
50:5A:65:B9:23:D5, 2025-04-13 02:15:57, 2025-04-13 02:16:01, -82,        5, (not associated) ,SS OnePlus Nord CE3 5G
F4:BB:C7:66:F2:DA, 2025-04-13 01:55:20, 2025-04-13 02:16:26, -80,        2, 40:AE:30:56:30:90,
EA:1F:C2:F5:D3:F3, 2025-04-13 02:16:27, 2025-04-13 02:16:27, -80,        1, (not associated) ,
56:BC:0A:BD:5D:04, 2025-04-13 02:16:28, 2025-04-13 02:16:28, -74,        1, (not associated) ,
8A:54:50:00:B8:24, 2025-04-13 02:17:14, 2025-04-13 02:17:14, -74,        1, (not associated) ,
B6:A4:F7:53:D2:04, 2025-04-13 02:18:05, 2025-04-13 02:18:05, -84,        1, (not associated) ,
54:6C:EB:BD:D9:C2, 2025-04-13 01:53:04, 2025-04-13 02:18:02, -76,        5, (not associated) ,Amity-wifi
96:EF:C5:A4:2B:B3, 2025-04-13 02:18:12, 2025-04-13 02:18:12, -84,        1, (not associated) ,
B6:A3:30:17:73:F1, 2025-04-13 02:20:14, 2025-04-13 02:20:14, -78,        1, (not associated) ,
40:9F:28:41:78:32, 2025-04-13 01:48:37, 2025-04-13 02:20:29, -82,        5, (not associated) ,
46:55:3E:39:84:97, 2025-04-13 02:21:51, 2025-04-13 02:21:51, -78,        1, (not associated) ,
D4:6A:6A:BA:59:DD, 2025-04-13 02:22:16, 2025-04-13 02:22:16, -40,        2, (not associated) ,
FA:AA:BE:21:CD:15, 2025-04-13 02:23:18, 2025-04-13 02:23:18, -36,        2, (not associated) ,
6C:24:A6:0D:CB:DD, 2025-04-13 02:15:43, 2025-04-13 02:23:52, -76,        2, (not associated) ,
5A:11:52:D7:A5:DA, 2025-04-13 02:24:52, 2025-04-13 02:24:52, -80,        1, (not associated) ,
8E:FD:C9:D9:67:B7, 2025-04-13 02:24:52, 2025-04-13 02:24:52, -78,        1, (not associated) ,
2E:F2:A4:86:B7:0B, 2025-04-13 02:25:18, 2025-04-13 02:25:19, -42,        4, (not associated) ,
06:A5:09:40:23:34, 2025-04-13 02:27:15, 2025-04-13 02:27:15, -84,        1, (not associated) ,
4C:49:6C:6D:73:15, 2025-04-13 01:55:38, 2025-04-13 02:27:15, -74,        6, (not associated) ,A R M
A6:40:20:EA:64:5B, 2025-04-13 02:27:18, 2025-04-13 02:27:19, -40,        3, (not associated) ,
2E:69:D1:44:FE:BA, 2025-04-13 02:28:03, 2025-04-13 02:28:03, -82,        1, (not associated) ,
0C:7A:15:1D:89:18, 2025-04-13 02:15:10, 2025-04-13 02:28:42, -72,        3, (not associated) ,Amity-wifi
F6:84:32:FD:03:E4, 2025-04-13 02:29:20, 2025-04-13 02:29:20, -78,        1, (not associated) ,
54:0E:2D:90:B6:3B, 2025-04-13 01:49:30, 2025-04-13 02:29:29, -78,       55, D8:44:89:D4:FA:6C,
AA:4F:43:76:9A:55, 2025-04-13 02:29:40, 2025-04-13 02:29:40, -46,        2, (not associated) ,
DC:1B:A1:4C:D8:D5, 2025-04-13 02:04:27, 2025-04-13 02:29:51, -72,        4, (not associated) ,Amity-wifi
DC:B7:2E:7A:46:AC, 2025-04-13 02:18:39, 2025-04-13 02:33:08, -86,        2, D8:44:89:D5:03:F6,Amity-wifi
96:68:5B:98:85:97, 2025-04-13 02:33:20, 2025-04-13 02:33:20, -76,        1, (not associated) ,
1A:06:6D:AE:C2:04, 2025-04-13 02:33:56, 2025-04-13 02:33:56, -78,        1, (not associated) ,
52:E4:BC:22:BE:2B, 2025-04-13 02:25:34, 2025-04-13 02:34:07, -68,        5, (not associated) ,iQOO Z7 Pro 5G
44:16:FA:E5:98:96, 2025-04-13 02:34:32, 2025-04-13 02:34:32, -76,        2, (not associated) ,
6E:D0:4A:4A:53:72, 2025-04-13 02:30:43, 2025-04-13 02:34:45, -82,        2, (not associated) ,iQOO Z7 Pro 5G
0A:58:EB:1B:6B:DC, 2025-04-13 02:34:40, 2025-04-13 02:34:40, -76,        1, (not associated) ,
0E:FD:73:41:7E:00, 2025-04-13 02:34:43, 2025-04-13 02:34:43, -76,        1, (not associated) ,
0A:23:45:17:94:21, 2025-04-13 02:34:52, 2025-04-13 02:34:52, -68,        1, (not associated) ,
14:13:33:73:5E:FF, 2025-04-13 02:16:37, 2025-04-13 02:35:30, -78,        4, (not associated) ,
9A:A4:81:D2:BA:4A, 2025-04-13 02:35:30, 2025-04-13 02:35:30, -78,        1, (not associated) ,
DC:B7:2E:C5:19:D8, 2025-04-13 01:56:04, 2025-04-13 02:35:33, -76,       24, 40:AE:30:56:30:90,
C4:3D:1A:9D:52:E2, 2025-04-13 01:47:21, 2025-04-13 02:35:33, -22,      496, D8:44:89:D4:FA:6C,Amity-wifi
44:8C:00:45:92:79, 2025-04-13 01:48:02, 2025-04-13 02:35:44, -80,       99, 40:AE:30:56:31:8E,
62:47:B4:57:A2:2D, 2025-04-13 01:47:21, 2025-04-13 02:37:04, -82,      749, 02:12:36:B9:75:4F,
48:E7:DA:5B:DB:43, 2025-04-13 01:47:47, 2025-04-13 02:37:05, -78,      278, (not associated) ,
14:D4:24:16:FA:81, 2025-04-13 01:47:28, 2025-04-13 02:36:17, -76,      388, 1E:62:00:AE:58:50,
8C:C8:4B:E4:EE:89, 2025-04-13 01:54:27, 2025-04-13 02:36:12, -74,       61, D8:44:89:D5:03:F6,
10:A5:1D:5A:2D:D7, 2025-04-13 01:48:59, 2025-04-13 02:36:56, -64,       21, 20:23:51:A6:2B:E8,Amity-wifi
74:33:57:83:FE:31, 2025-04-13 02:37:04, 2025-04-13 02:37:04, -80,        1, (not associated) ,

